Object URL,Object,Date Publication,Tag,Category,published_in_Tag,Subject_Tag,depicts_Tag,publisher_Tag,author_Tag
https://www.theartnewspaper.com/2020/01/01/federal-charges-could-lead-to-deeper-scrutiny-of-cambodian-art-in-the-us,Federal charges could lead to deeper scrutiny of Cambodian art in the US,2020-01-01T00:00:00Z,news article,Event,The Art Newspaper,forged document,Douglas Latchford,,
https://www.theartnewspaper.com/2020/01/01/federal-charges-could-lead-to-deeper-scrutiny-of-cambodian-art-in-the-us,Federal charges could lead to deeper scrutiny of Cambodian art in the US,2020-01-01T00:00:00Z,news article,Event,The Art Newspaper,smuggling,Douglas Latchford,,
https://www.theartnewspaper.com/2020/01/01/federal-charges-could-lead-to-deeper-scrutiny-of-cambodian-art-in-the-us,Federal charges could lead to deeper scrutiny of Cambodian art in the US,2020-01-01T00:00:00Z,news article,Event,The Art Newspaper,art theft,Douglas Latchford,,
https://www.theartnewspaper.com/2020/01/01/federal-charges-could-lead-to-deeper-scrutiny-of-cambodian-art-in-the-us,Federal charges could lead to deeper scrutiny of Cambodian art in the US,2020-01-01T00:00:00Z,news article,Event,The Art Newspaper,criminal charge,Douglas Latchford,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,Met Gala,Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,antiquities trade,Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,erroneous provenance (artwork),Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,Louvre Abu Dhabi,Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,smuggling,Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,Coffin of Nedjemankh,Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,criminal investigation,Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,Metropolitan Museum of Art,Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,Islamic State,Diana Craig Patch,,
https://www.lrb.co.uk/the-paper/v45/n19/azadeh-moaveni/the-ostrich-defence,The Ostrich Defence: Trafficking Antiquities,2023-10-05T00:00:00Z,news article,Event,London Review of Books,looted art,Diana Craig Patch,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,Vincent van Gogh,deaccessioned object,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,deaccessioned object,deaccessioned object,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,deaccessioning,deaccessioned object,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,Hedwig Stern,deaccessioned object,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,Metropolitan Museum of Art,deaccessioned object,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,claim for restitution of an artwork,deaccessioned object,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,provenance research,deaccessioned object,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,Olive Picking,deaccessioned object,,
https://www.theartnewspaper.com/2023/01/27/van-gogh-olive-grove-landscape-nazi-forced-sale,Was Van Gogh's olive grove landscape another Nazi-era 'forced sale'?,2023-01-27T00:00:00Z,news article,Event,The Art Newspaper,erroneous provenance (artwork),deaccessioned object,,
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,claim for restitution of an artwork,David Nahmad,,Catherine Hickley
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,Seated Man with a Cane,David Nahmad,,Catherine Hickley
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,Panama Papers,David Nahmad,,Catherine Hickley
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,David Nahmad,David Nahmad,,Catherine Hickley
https://www.theartnewspaper.com/2020/01/09/new-evidence-cited-in-restitution-claim-for-panama-papers-modigliani,New evidence cited in restitution claim for Panama Papers Modigliani,2020-01-09T00:00:00Z,news article,Event,The Art Newspaper,Oscar Stettiner,David Nahmad,,Catherine Hickley
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,The Holocaust,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Friedrich Gutmann,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Nazi plunder,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,claim for restitution of an artwork,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,art market,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Friedrich Gutmann,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Nazi plunder,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,Landscape with Smokestacks,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,The Holocaust,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,claim for restitution of an artwork,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,non-fiction,Event,,art market,Daniel Searle,,
,The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,2015-01-01T00:00:00Z,literary work,Event,,Landscape with Smokestacks,Daniel Searle,,
https://www.vanityfair.com/culture/2012/10/wolfgang-beltracchi-helene-art-scam,The Greatest Fake-Art Scam in History?,2012-10-10T00:00:00Z,news article,Event,Vanity Fair,erroneous provenance (artwork),Daniel Filipacchi,,Joshua Hammer
https://www.vanityfair.com/culture/2012/10/wolfgang-beltracchi-helene-art-scam,The Greatest Fake-Art Scam in History?,2012-10-10T00:00:00Z,news article,Event,Vanity Fair,art forgery,Daniel Filipacchi,,Joshua Hammer
https://www.vanityfair.com/culture/2012/10/wolfgang-beltracchi-helene-art-scam,The Greatest Fake-Art Scam in History?,2012-10-10T00:00:00Z,news article,Event,Vanity Fair,Wolfgang Beltracchi,Daniel Filipacchi,,Joshua Hammer
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,erroneous provenance (artwork),Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,erroneous provenance (artwork),Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,erroneous provenance (artwork),Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,erroneous provenance (artwork),Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Nazi plunder,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Nazi plunder,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Nazi plunder,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Nazi plunder,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Lucas Cranach the Elder,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,National Gallery,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Lucas Cranach the Elder,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,National Gallery,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Lucas Cranach the Elder,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,National Gallery,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Lucas Cranach the Elder,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,National Gallery,Cupid Complaining to Venus,,
http://web.archive.org/web/20101124163156/https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Cupid Complaining to Venus,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Lucas Cranach the Elder,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,National Gallery,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Lucas Cranach the Elder,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,National Gallery,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,erroneous provenance (artwork),Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,erroneous provenance (artwork),Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,erroneous provenance (artwork),Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,erroneous provenance (artwork),Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Nazi plunder,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Nazi plunder,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Nazi plunder,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Nazi plunder,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Cupid Complaining to Venus,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Cupid Complaining to Venus,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Lucas Cranach the Elder,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,National Gallery,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Lucas Cranach the Elder,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,National Gallery,Cupid Complaining to Venus,,
https://www.lootedart.com/news.php?r=O97FMI255891,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Lucas Cranach the Elder,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,National Gallery,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Lucas Cranach the Elder,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,National Gallery,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Cupid Complaining to Venus,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Lucas Cranach the Elder,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,National Gallery,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Lucas Cranach the Elder,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,National Gallery,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,erroneous provenance (artwork),Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,erroneous provenance (artwork),Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,E. & A. Silberman Galleries,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,erroneous provenance (artwork),Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,erroneous provenance (artwork),Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Nazi plunder,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Nazi plunder,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Nazi plunder,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Nazi plunder,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,lootedart.com,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,lootedart.com,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,work,Event,The Art Newspaper,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
http://archive.is/3Wqb8#selection-141.0-141.48,Revealed: National Gallery's Cranach is war loot,2006-11-26T00:00:00Z,news article,Event,The Art Newspaper,Whereabouts of paintings 1933,Cupid Complaining to Venus,,
https://news.artnet.com/art-world-archives/an-art-dealer-who-allegedly-headed-a-trafficking-ring-that-sold-egyptian-antiquities-to-the-louvre-and-the-met-has-been-arrested-2388183,An Art Dealer Who Allegedly Headed a Trafficking Ring That Sold Egyptian Antiquities to the Louvre and the Met Has Been Arrested,2023-11-01T00:00:00Z,news article,Event,Artnet News,criminal investigation,criminal investigation,,
