creator,creatorLabel,creatorDescription,imagecreator
http://www.wikidata.org/entity/Q2313016,Gillis Mostaert,Flemish painter (1528-1598),http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous%20-%20Portrait%20of%20Gillis%20Mostaert%20%28I%29.jpg
http://www.wikidata.org/entity/Q19953592,Cornelis Samuel Stortenbeker,Dutch painter (1838-1885),
http://www.wikidata.org/entity/Q232423,Judith Leyster,Dutch Golden Age painter (1609-1660),http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%20by%20Judith%20Leyster.jpg
http://www.wikidata.org/.well-known/genid/6e95a909f37a0f3e99d19dc692271590,http://www.wikidata.org/.well-known/genid/6e95a909f37a0f3e99d19dc692271590,,
http://www.wikidata.org/entity/Q2315989,Abel Grimmer,Flemish painter,
http://www.wikidata.org/entity/Q18507717,Alessandro Salucci,Italian painter (1590-1655),
http://www.wikidata.org/entity/Q7999793,Wijnand Nuijen,Dutch painter (1813-1839),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Wijnand%20Nuijen%2C%20RP-P-OB-28.109.jpg
http://www.wikidata.org/.well-known/genid/54102e9fdecc40a4d6d6afb3fad8fbcc,http://www.wikidata.org/.well-known/genid/54102e9fdecc40a4d6d6afb3fad8fbcc,,
http://www.wikidata.org/entity/Q4684803,Adriaen van Eemont,Dutch Golden Age painter (1626-1662),
http://www.wikidata.org/entity/Q2852786,Anthonie van Croos,painter (1606-1662),
http://www.wikidata.org/entity/Q474392,Petrus Johannes Schotel,painter from the Northern Netherlands (1808-1865),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Petrus%20Johannes%20Schotel%2C%20RP-T-1940-276.jpg
http://www.wikidata.org/entity/Q1237312,Domenico di Michelino,Italian painter (1417-1491),http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20di%20Michelino%20Dante%20Duomo%20Florence%20duomofirenze.it.jpg
http://www.wikidata.org/entity/Q83556,Théobald Michau,Dutch artist (1676-1765),
http://www.wikidata.org/entity/Q323617,Cornelis Huysmans,Flemish painter (1648-1727),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Cornelis%20Huysmans.jpg
http://www.wikidata.org/entity/Q2563444,Heiman Dullaart,Dutch painter (1636-1684),http://commons.wikimedia.org/wiki/Special:FilePath/Heyman%20Dullaert.gif
http://www.wikidata.org/entity/Q213795,Johann Friedrich August Tischbein,German painter (1750-1812),http://commons.wikimedia.org/wiki/Special:FilePath/Zelfportret%20Rijksmuseum%20SK-A-2084.jpeg
http://www.wikidata.org/entity/Q2119666,Jan van Noordt,painter from the Northern Netherlands (1623-1681),http://commons.wikimedia.org/wiki/Special:FilePath/Noordt%20SP%201670.jpg
http://www.wikidata.org/entity/Q1347599,Johannes Siberechts,"Flemish painter, son of Jan Siberechts (1627-1703)",http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20de%20Largilli%C3%A8re%20-%20Portrait%20of%20Jan%20Siberechts.jpg
http://www.wikidata.org/.well-known/genid/a2d593bd0d8d3af275884354bc74da88,http://www.wikidata.org/.well-known/genid/a2d593bd0d8d3af275884354bc74da88,,
http://www.wikidata.org/entity/Q150679,Anthony van Dyck,Flemish Baroque artist (1599–1641),http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Anthony%20van%20Dyck%20-%20Self-portrait.jpg
http://www.wikidata.org/entity/Q2631423,Jan van Kessel,"painter from the Northern Netherlands, 1641-1680",
http://www.wikidata.org/entity/Q1610383,Herman van der Mijn,painter from the Northern Netherlands (1684-1741),http://commons.wikimedia.org/wiki/Special:FilePath/Herman%20van%20der%20Mijn%2C%20Selbstbildnis.JPG
http://www.wikidata.org/.well-known/genid/e5e0888b6408a3f606effe4f8343f327,http://www.wikidata.org/.well-known/genid/e5e0888b6408a3f606effe4f8343f327,,
http://www.wikidata.org/.well-known/genid/c40219c3a9267c4128ae6cada9a31447,http://www.wikidata.org/.well-known/genid/c40219c3a9267c4128ae6cada9a31447,,
http://www.wikidata.org/entity/Q15982051,Jeremias van Winghe,Flemish painter,
http://www.wikidata.org/.well-known/genid/5bedbc7dc16341df7222ed97a7d82106,http://www.wikidata.org/.well-known/genid/5bedbc7dc16341df7222ed97a7d82106,,
http://www.wikidata.org/.well-known/genid/e8c7ba8f8628f9131c6348079e34ad21,http://www.wikidata.org/.well-known/genid/e8c7ba8f8628f9131c6348079e34ad21,,
http://www.wikidata.org/entity/Q707478,Luis Egidio Meléndez,Spanish painter (1716-1780),http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%20Holding%20an%20Academic%20Study%20by%20Luis%20Mel%C3%A9ndez%20%28detail%29-2.jpg
http://www.wikidata.org/entity/Q709393,Hendrik van Steenwijk II,Flemish painter (1580-1649),http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Portrait%20of%20Hendrik%20van%20Steenwijck%20%28II%29%20%28cropped%29.jpg
http://www.wikidata.org/.well-known/genid/ca30540d0a62b70f2887824543ef9e48,http://www.wikidata.org/.well-known/genid/ca30540d0a62b70f2887824543ef9e48,,
http://www.wikidata.org/.well-known/genid/974c6592158d92b9429d15c473f8936e,http://www.wikidata.org/.well-known/genid/974c6592158d92b9429d15c473f8936e,,
http://www.wikidata.org/entity/Q864059,Jan van Ravesteyn,painter from the Northern Netherlands (1572–1657),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Antonisz%20van%20Ravesteyn%3B%20self-portrait%3B%201618.png
http://www.wikidata.org/entity/Q1935857,Gerard Houckgeest,Dutch painter (c.1600-1661),
http://www.wikidata.org/.well-known/genid/b8db09267191294ef3b3a7f0cc451b66,http://www.wikidata.org/.well-known/genid/b8db09267191294ef3b3a7f0cc451b66,,
http://www.wikidata.org/.well-known/genid/645221c9b2a6b8e5fa754d1ffa17507f,http://www.wikidata.org/.well-known/genid/645221c9b2a6b8e5fa754d1ffa17507f,,
http://www.wikidata.org/entity/Q1990598,Jacob Ferdinand Voet,Flemish portrait painter (1639-1689),http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Ferdinand%20Voet%20-%20self-portrait%201681.jpg
http://www.wikidata.org/entity/Q3107529,Giovanni da Rimini,Italian painter,
http://www.wikidata.org/entity/Q2696849,Friedrich Pacher,Austrian painter (1435-1508),
http://www.wikidata.org/.well-known/genid/82f1245a113d2b395fefdfcfe61c0e2c,http://www.wikidata.org/.well-known/genid/82f1245a113d2b395fefdfcfe61c0e2c,,
http://www.wikidata.org/entity/Q6836815,Michele Pace del Campidoglio,Italian painter of fruit and flowers (1610-1670),
http://www.wikidata.org/.well-known/genid/94af668bac3b347274b59406fbb88945,http://www.wikidata.org/.well-known/genid/94af668bac3b347274b59406fbb88945,,
http://www.wikidata.org/entity/Q3897177,Pasqualino di Niccolò,Italian painter (1463–1504),
http://www.wikidata.org/entity/Q864013,Isaack Luttichuys,painter from the Northern Netherlands (1616-1673),
http://www.wikidata.org/entity/Q27506311,Anonieme Antwerpse Maniërist,,
http://www.wikidata.org/entity/Q5077389,Charles Emmanuel Biset,Flemish painter (1633-1680),
http://www.wikidata.org/.well-known/genid/261b0b80955e98d82dc73e0411883fb5,http://www.wikidata.org/.well-known/genid/261b0b80955e98d82dc73e0411883fb5,,
http://www.wikidata.org/entity/Q1452198,Neri di Bicci,Italian renaissance painter (1418-1492),
http://www.wikidata.org/entity/Q245947,Anthonie Palamedesz.,Dutch painter (1602-1673),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Anthonie%20Palamedesz.%2C%20RP-T-1940-311.jpg
http://www.wikidata.org/entity/Q139583,Peeter Gijsels,Flemish painter (1621-1690),
http://www.wikidata.org/entity/Q562013,Jean-Baptiste Le Prince,French painter (1734-1781),
http://www.wikidata.org/.well-known/genid/ba3684a6fb617fdaf18986eae579a7aa,http://www.wikidata.org/.well-known/genid/ba3684a6fb617fdaf18986eae579a7aa,,
http://www.wikidata.org/entity/Q11727809,Johannes Hermanus Koekkoek,Dutch marine painter (1778-1851),http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Hermanus%20Koekkoek.jpg
http://www.wikidata.org/entity/Q5550218,Gerard van Zyl,Dutch artist (1607-1665),
http://www.wikidata.org/entity/Q271676,Charles Le Brun,17th-century French painter and art theorist (1619—1690),http://commons.wikimedia.org/wiki/Special:FilePath/Le%20brun.jpg
http://www.wikidata.org/.well-known/genid/b37d319ba9035ff0ebd7cb46a73485d6,http://www.wikidata.org/.well-known/genid/b37d319ba9035ff0ebd7cb46a73485d6,,
http://www.wikidata.org/entity/Q164696,Hans Baldung Grien,German painter and printmaker (1484–1545),http://commons.wikimedia.org/wiki/Special:FilePath/Kw11%200012025%2020190129%20001%20Baldung%20Jugendliches%20Selbstbildnis.jpg
http://www.wikidata.org/entity/Q1875798,Jacob Levecq,painter from the Northern Netherlands (1634-1675),http://commons.wikimedia.org/wiki/Special:FilePath/Levecq%20zelfportret.jpg
http://www.wikidata.org/entity/Q15702751,Daniël de Blieck,painter from the Northern Netherlands,
http://www.wikidata.org/.well-known/genid/440fa272535068cceb5a2ac22f2e4464,http://www.wikidata.org/.well-known/genid/440fa272535068cceb5a2ac22f2e4464,,
http://www.wikidata.org/entity/Q221131,Jacob Pynas,Dutch artist (1592 or 1593 – after 1650),
http://www.wikidata.org/entity/Q2759084,Joost Cornelisz Droochsloot,Dutch painter (1586-1666),http://commons.wikimedia.org/wiki/Special:FilePath/Joost%20Cornelisz%20Droochsloot%20by%20Joost%20Cornelisz%20Droochsloot.jpg
http://www.wikidata.org/.well-known/genid/c0d1c5d89b7e87c75c1632bc9e6b9183,http://www.wikidata.org/.well-known/genid/c0d1c5d89b7e87c75c1632bc9e6b9183,,
http://www.wikidata.org/entity/Q313194,Aelbert Cuyp,Dutch landscape painter (1620-1691),http://commons.wikimedia.org/wiki/Special:FilePath/10%20Albert%20Cuyp%2C%20Schilder%2C%201620-1691.jpg
http://www.wikidata.org/entity/Q330210,Abraham Lambertsz van den Tempel,painter from the Northern Netherlands (1622-1672),http://commons.wikimedia.org/wiki/Special:FilePath/De%20Stad%20Leiden%20ontvangt%20de%20Lakennijverheid.jpg
http://www.wikidata.org/entity/Q28144,Willem Kalf,painter from the Northern Netherlands (1619–1693),http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20Kalf.jpg
http://www.wikidata.org/entity/Q1284751,Jacob Duck,Dutch painter (1600-1667),
http://www.wikidata.org/entity/Q758925,Jan van Bijlert,Dutch painter (c.1597–1671),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Jan%20Van%20Bijlert.jpg
http://www.wikidata.org/entity/Q454656,Jan Davidsz. de Heem,Dutch-Flemish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Lievens%20-%20Portrait%20of%20Jan%20Davidsz.%20de%20Heem.jpg
http://www.wikidata.org/entity/Q1773585,Johannes Bosschaert,Dutch painter(1608-1629),http://commons.wikimedia.org/wiki/Special:FilePath/Bosschaert%20Johannes%2002.jpg
http://www.wikidata.org/.well-known/genid/84681629879b4e7fe91c243a41e67e39,http://www.wikidata.org/.well-known/genid/84681629879b4e7fe91c243a41e67e39,,
http://www.wikidata.org/entity/Q1816105,Jacob Esselens,Dutch Golden Age painter (1626-1687),
http://www.wikidata.org/entity/Q472562,Jacob Marrel,German Baroque painter (1614-1681),http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Marrel%20Selbstportrait.jpg
http://www.wikidata.org/.well-known/genid/5096b9cad5099e1f631ae28cf04263ff,http://www.wikidata.org/.well-known/genid/5096b9cad5099e1f631ae28cf04263ff,,
http://www.wikidata.org/entity/Q316552,Derick Baegert,painter (1440-1515),
http://www.wikidata.org/entity/Q1860598,Tobias Verhaecht,Flemish painter (1561-1631),http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20van%20Caukercken%2C%20after%20Otto%20van%20Veen%20-%20Portrait%20of%20Tobias%20Verhaecht.jpg
http://www.wikidata.org/entity/Q642071,Hendrick van Balen the Elder,Flemish painter (1573–1632),http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick%20van%20balen.jpg
http://www.wikidata.org/entity/Q4802575,Ary de Vois,Dutch painter,http://commons.wikimedia.org/wiki/Special:FilePath/Self%20portrait%2C%20by%20Ary%20de%20Vois.jpg
http://www.wikidata.org/entity/Q936917,Nikolaus Knüpfer,German-born Dutch painter (1609–1655),http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaes%20Knupfer%20by%20Pieter%20de%20Jode%20II.png
http://www.wikidata.org/entity/Q2282191,Cornelis de Man,Dutch painter (1621-1706),http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20de%20man.jpeg
http://www.wikidata.org/.well-known/genid/5ac04d5a3c09dceb7ba4d97c9e5dfd87,http://www.wikidata.org/.well-known/genid/5ac04d5a3c09dceb7ba4d97c9e5dfd87,,
http://www.wikidata.org/entity/Q538840,Abraham Hondius,Dutch Golden Age painter (c.1631-1691),http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Baptiste%20Descamps-Abraham%20Hondius%20p280.gif
http://www.wikidata.org/.well-known/genid/78ffa1b4607b63f2dfb902ef6364299a,http://www.wikidata.org/.well-known/genid/78ffa1b4607b63f2dfb902ef6364299a,,
http://www.wikidata.org/entity/Q2094227,Pieter Balten,Flemish Renaissance painter (1525-1584),
http://www.wikidata.org/entity/Q447991,Francesco Fontebasso,Italian painter (1707-1769),http://commons.wikimedia.org/wiki/Special:FilePath/Alessandro%20Longhi%20-%20Portrait%20of%20Francesco%20Fontebasso.jpg
http://www.wikidata.org/entity/Q2167817,Hermannus Collenius,Dutch painter (1650-1723),
http://www.wikidata.org/entity/Q436161,Han van Meegeren,Dutch painter and art forger (1889-1947),http://commons.wikimedia.org/wiki/Special:FilePath/VanMeegeren1945%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q742322,Pál Szinyei Merse,Hungarian painter (1845-1920),http://commons.wikimedia.org/wiki/Special:FilePath/Szinyei%20%C3%96narck%C3%A9p%201897.jpg
http://www.wikidata.org/entity/Q576120,Job Adriaenszoon Berckheyde,Dutch painter,http://commons.wikimedia.org/wiki/Special:FilePath/Job%20Berckheyde%20zelfportret%201665.JPG
http://www.wikidata.org/entity/Q1176989,David Vinckboons,Flemish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Portretten%20van%20David%20Vinckboons%20en%20Jacob%20van%20Mosscher%2C%20RP-P-1907-4293.jpg
http://www.wikidata.org/entity/Q8003557,Willem Frederiksz van Royen,painter from the Netherlands (1645-1723),
http://www.wikidata.org/entity/Q18608157,Michiel (II) Simons,Dutch painter,
http://www.wikidata.org/entity/Q12072053,Adriaen Hendriksz Verboom,painter from the Netherlands (1627-1673),
http://www.wikidata.org/entity/Q2718002,Jan Olis,painter from the Northern Netherlands (1610-1676),
http://www.wikidata.org/entity/Q1442507,Frans Francken the Younger,Flemish painter (1581–1642),http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Portrait%20of%20Frans%20Francken%20II.jpg
http://www.wikidata.org/entity/Q15615539,Hendrick de Meijer,painter from the Northern Netherlands; (1620-1689),
http://www.wikidata.org/entity/Q161143,Karl Schmidt-Rottluff,German artist (1884–1976),http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Schmidt%20Rottluff.jpg
http://www.wikidata.org/entity/Q859874,Jacob van der Ulft,painter from the Northern Netherlands (1627-1689),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Jacob%20van%20der%20Ulft%2C%20vastgehouden%20door%20een%20jongen%2C%20RP-T-1940-181.jpg
http://www.wikidata.org/entity/Q875076,Jan Baptist Weenix,17th-century Dutch painter,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Jan%20Baptist%20Weenix%2C%20RP-T-1940-293.jpg
http://www.wikidata.org/.well-known/genid/f74375b6e29c1b3cd0edb80002b472f4,http://www.wikidata.org/.well-known/genid/f74375b6e29c1b3cd0edb80002b472f4,,
http://www.wikidata.org/entity/Q82445,Henri de Toulouse-Lautrec,French painter and illustrator (1864–1901),http://commons.wikimedia.org/wiki/Special:FilePath/Photolautrec.jpg
http://www.wikidata.org/entity/Q4358531,Leendert van Beijeren,Dutch painter (c.1619-1649),http://commons.wikimedia.org/wiki/Special:FilePath/Tronie%2C%20by%20Leendert%20van%20Beijeren.jpg
http://www.wikidata.org/entity/Q759784,Jan de Baen,Dutch painter (1633-1702),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20de%20Baen%20-%20Self-Portrait%20with%20His%20Wife%2C%20Maria%20de%20Kinderen%20-%20WGA01150.jpg
http://www.wikidata.org/entity/Q5280193,Dirck van der Bergen,painter from the Northern Netherlands (1645-1700),http://commons.wikimedia.org/wiki/Special:FilePath/Dirck%20van%20Bergen%20-%20herders%20met%20vee.jpg
http://www.wikidata.org/.well-known/genid/e032012b0de62d1934adf2c86689dc55,http://www.wikidata.org/.well-known/genid/e032012b0de62d1934adf2c86689dc55,,
http://www.wikidata.org/entity/Q186816,Ferdinand Georg Waldmüller,Austrian painter (1793–1865),http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand-Georg-Waldm%C3%BCller-1828.jpg
http://www.wikidata.org/entity/Q742322,Pál Szinyei Merse,Hungarian painter (1845-1920),http://commons.wikimedia.org/wiki/Special:FilePath/Szeged-szinyei.jpg
http://www.wikidata.org/entity/Q1857977,Osias Beert,Flemish painter (c.1580-1623),
http://www.wikidata.org/entity/Q1355408,Lucas van Uden,Flemish painter (1595-1672),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Lucas%20van%20Uden%2C%20RP-T-1899-A-4300.jpg
http://www.wikidata.org/entity/Q1808583,Carstian Luyckx,Flemish painter (1623-1657),http://commons.wikimedia.org/wiki/Special:FilePath/Carstian%20Luyckx%20-%20Pronkstilleven.jpg
http://www.wikidata.org/entity/Q3388099,Pietro Capelli,Italian painter,
http://www.wikidata.org/entity/Q33477,Eugène Delacroix,French painter (1798–1863),http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20Portrait%20de%20l%27artiste%20%28ca.1837%29.jpg
http://www.wikidata.org/.well-known/genid/75775f8b9819a6e18fec820c5e5ca659,http://www.wikidata.org/.well-known/genid/75775f8b9819a6e18fec820c5e5ca659,,
http://www.wikidata.org/entity/Q2821858,Abraham Willemsens,Flemish painter of history and genre paintings (1605-1672),
http://www.wikidata.org/entity/Q330400,Abraham Mignon,German-Dutch still life painter (1640–1679),
http://www.wikidata.org/entity/Q1910881,Jan Meerhout,Dutch Golden Age painter,
http://www.wikidata.org/.well-known/genid/e8926b38a0ac7971a11fe4c741b94f13,http://www.wikidata.org/.well-known/genid/e8926b38a0ac7971a11fe4c741b94f13,,
http://www.wikidata.org/.well-known/genid/62da384df2051d332a7b0aa4a9580af9,http://www.wikidata.org/.well-known/genid/62da384df2051d332a7b0aa4a9580af9,,
http://www.wikidata.org/entity/Q1922045,Gillis d'Hondecoeter,Dutch painter (1575-1638),http://commons.wikimedia.org/wiki/Special:FilePath/Gillis%20d%20%27Hondecoeter%2C%20schilder%20PK-T-824%2C%20PK-T-923.tiff
http://www.wikidata.org/.well-known/genid/9d13a173d0e4f795d0060379b10ec340,http://www.wikidata.org/.well-known/genid/9d13a173d0e4f795d0060379b10ec340,,
http://www.wikidata.org/.well-known/genid/caa9b8f48f44115cf3d787fc6cba0042,http://www.wikidata.org/.well-known/genid/caa9b8f48f44115cf3d787fc6cba0042,,
http://www.wikidata.org/entity/Q554847,Jacob Gerritsz. Cuyp,Dutch Golden Age painter (1594–1652),http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Ingres-Bourdelle%20-%20Sc%C3%A8ne%20pastorale%20-%20Jacob%20Gerritsz.%20Cuyp%20-%20Joconde06070000086.jpg
http://www.wikidata.org/entity/Q572610,Anthonie van Borssom,Dutch painter (1631-1677),
http://www.wikidata.org/entity/Q59661,Claes Corneliszoon Moeyaert,painter from the Northern Netherlands (c.1592-1655),
http://www.wikidata.org/.well-known/genid/52d3038b50d59c7a3a2609e8b826e101,http://www.wikidata.org/.well-known/genid/52d3038b50d59c7a3a2609e8b826e101,,
http://www.wikidata.org/.well-known/genid/ea3057d1926418165c48a3c5ee98217f,http://www.wikidata.org/.well-known/genid/ea3057d1926418165c48a3c5ee98217f,,
http://www.wikidata.org/.well-known/genid/4a89798945dba680f35e10eb9b968a3e,http://www.wikidata.org/.well-known/genid/4a89798945dba680f35e10eb9b968a3e,,
http://www.wikidata.org/entity/Q705902,Jacob van Es,Flemish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Wenceslas%20Hollar%20-%20Jacob%20van%20Es%20%28State%201%29.jpg
http://www.wikidata.org/entity/Q5616002,Guillam Dubois,painter from the Northern Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/Berglandschap%20Rijksmuseum%20SK-A-3115.jpeg
http://www.wikidata.org/.well-known/genid/b719c647e8bf4214a8f2aca59f0e64a3,http://www.wikidata.org/.well-known/genid/b719c647e8bf4214a8f2aca59f0e64a3,,
http://www.wikidata.org/.well-known/genid/5922f3232e9c3869c85cf760b2755f99,http://www.wikidata.org/.well-known/genid/5922f3232e9c3869c85cf760b2755f99,,
http://www.wikidata.org/.well-known/genid/9542258737c0853e52cd9169521054e3,http://www.wikidata.org/.well-known/genid/9542258737c0853e52cd9169521054e3,,
http://www.wikidata.org/.well-known/genid/97d3d5bc66fa6e04bd2635893cd823c3,http://www.wikidata.org/.well-known/genid/97d3d5bc66fa6e04bd2635893cd823c3,,
http://www.wikidata.org/.well-known/genid/8f75de4f34c49294f099b13fc283bb53,http://www.wikidata.org/.well-known/genid/8f75de4f34c49294f099b13fc283bb53,,
http://www.wikidata.org/.well-known/genid/f2bad057639bb7710e85d6723d2db96e,http://www.wikidata.org/.well-known/genid/f2bad057639bb7710e85d6723d2db96e,,
http://www.wikidata.org/entity/Q576009,Jacobus Mancadan,Dutch painter (1602-1680),
http://www.wikidata.org/.well-known/genid/8dbf5ad57409e3e033e48b9350c94dc2,http://www.wikidata.org/.well-known/genid/8dbf5ad57409e3e033e48b9350c94dc2,,
http://www.wikidata.org/entity/Q441625,Alida Withoos,painter from the Northern Netherlands (1661-1730),http://commons.wikimedia.org/wiki/Special:FilePath/Study%20of%20a%20Hanekam%20%28Celosia%20argentea%29%20Alida%20Withoos%20%281662-1730%29.jpg
http://www.wikidata.org/entity/Q30727698,Jan Snellinck II,"(Flemish, 1575–1627)",
http://www.wikidata.org/.well-known/genid/4cd5268947507d57f11239bfaa5cc643,http://www.wikidata.org/.well-known/genid/4cd5268947507d57f11239bfaa5cc643,,
http://www.wikidata.org/entity/Q19032,Jacob Adriaensz Backer,Dutch Golden Age painter (1608-1651),http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Adriaensz.%20Backer%20004.jpg
http://www.wikidata.org/entity/Q2028017,Georges Michel,French painter (1763-1843),http://commons.wikimedia.org/wiki/Special:FilePath/Degault-Michel.jpg
http://www.wikidata.org/entity/Q41337148,Gerard van Berleborch,painter from the Northern Netherlands,
http://www.wikidata.org/entity/Q1918350,Master of the Liverpool Madonna,"Italian artist, active 1495-1500",
http://www.wikidata.org/entity/Q48797,Hans von Kulmbach,German painter (1480–c. 1522),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20Hans%20von%20Kulmbach.jpg
http://www.wikidata.org/entity/Q2542057,Samuel Scott,British landscape painter (1702-1772),http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Scott%20by%20Thomas%20Hudson.jpg
http://www.wikidata.org/entity/Q15714778,Albert Klomp,Dutch painter,
http://www.wikidata.org/entity/Q541976,Jan Asselijn,painter from the Northern Netherlands (1610–1652),http://commons.wikimedia.org/wiki/Special:FilePath/JanAsselyn.jpg
http://www.wikidata.org/.well-known/genid/f25b9b870c43fdceb7602c365975be26,http://www.wikidata.org/.well-known/genid/f25b9b870c43fdceb7602c365975be26,,
http://www.wikidata.org/entity/Q2296354,Isaac Ouwater,18th century painter from the Northern Netherlands (1748-1793),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Isaak%20Ouwater%20%2C%20RP-T-1940-259.jpg
http://www.wikidata.org/entity/Q717097,Francesco Granacci,Italian painter (1469-1543),http://commons.wikimedia.org/wiki/Special:FilePath/122%20le%20vite%2C%20francesco%20granacci.jpg
http://www.wikidata.org/entity/Q3678962,Claes Tol,Dutch painter (1628-1652),
http://www.wikidata.org/.well-known/genid/cd3156d0bb42a1a61b8fad000ed1e6eb,http://www.wikidata.org/.well-known/genid/cd3156d0bb42a1a61b8fad000ed1e6eb,,
http://www.wikidata.org/entity/Q1645722,Mariotto di Nardo,Italian painter (1394-1424),http://commons.wikimedia.org/wiki/Special:FilePath/Nardo%20Maiestas%20Domini.jpg
http://www.wikidata.org/.well-known/genid/9f2acb823078056bdcd5f6756ab64363,http://www.wikidata.org/.well-known/genid/9f2acb823078056bdcd5f6756ab64363,,
http://www.wikidata.org/entity/Q2415893,Marinus Adrianus Koekkoek,painter from the Northern Netherlands and brother of Barend Cornelis Koekkoek (1807-1868),http://commons.wikimedia.org/wiki/Special:FilePath/Zelfportret%20van%20Marinus%20Adrianus%20Koekkoek%2C%20RP-T-1940-229.jpg
http://www.wikidata.org/.well-known/genid/a38d9ba5cfe8797dcad381e8fd0c5323,http://www.wikidata.org/.well-known/genid/a38d9ba5cfe8797dcad381e8fd0c5323,,
http://www.wikidata.org/entity/Q23984523,P.V. Plas,"Flemish artist, active 1630-1650",
http://www.wikidata.org/entity/Q596352,Pieter Neefs the Elder,Flemish painter (-1659),
http://www.wikidata.org/entity/Q18516538,Gijsbert Sibilla,Flemish painter,
http://www.wikidata.org/entity/Q3154806,Izaak van Oosten,Flemish painter (1613-1661),
http://www.wikidata.org/entity/Q3170912,Jean Bouman,French painter (1602-1635),
http://www.wikidata.org/entity/Q15511653,Master of the Prodigal Son,Flemish painter and designer of tapestries and stained glass,http://commons.wikimedia.org/wiki/Special:FilePath/Meister%20des%20Verlorenen%20Sohnes%20-%20Das%20Gleichnis%20vom%20Verlorenen%20Sohn.jpg
http://www.wikidata.org/entity/Q2207232,Willem de Poorter,Dutch Golden Age painter (1608–1668),http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20de%20Poorter%20001.jpg
http://www.wikidata.org/entity/Q21456262,Jacques Nicolas Julliard,French painter (1715-1790),
http://www.wikidata.org/entity/Q2257386,Hendrik Gerritsz Pot,painter from the Northern Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Hals%20-%20Detail%20Hendrik%20Gerritsz%20Pot%20in%20De%20officieren%20van%20de%20Sint-Adriaansdoelen.jpg
http://www.wikidata.org/entity/Q632846,Nicolaes Eliaszoon Pickenoy,Dutch painter of Flemish origin (1588-1650),http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaes%20Eliasz.%20Pickenoy%20-%20Self-Portrait%20at%20the%20Age%20of%20Thirty-Six%20-%20WGA17440.jpg
http://www.wikidata.org/entity/Q666337,Pieter Mulier,Dutch Golden Age painter active in Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Mulier%20%28I%29%20-%20Dutch%20Shipping%20in%20Heavy%20Seas%20-%20WGA16310.jpg
http://www.wikidata.org/entity/Q12061492,Hendrik Willem Schweickhardt,painter from Germany (1747-1797),http://commons.wikimedia.org/wiki/Special:FilePath/HW%20Schweickhardt%20-%20Selbstbildnis%20%28%C3%96aL%29.png
http://www.wikidata.org/.well-known/genid/a959ffb6b51defa0f2cf1871bb11476e,http://www.wikidata.org/.well-known/genid/a959ffb6b51defa0f2cf1871bb11476e,,
