creator,creatorLabel,creatorDescription,imagecreator
http://www.wikidata.org/entity/Q62101852,Otto Fröhlich,German painter (1869-1940),
http://www.wikidata.org/entity/Q3165987,Jean-Frédéric Schall,French painter (1752-1825),http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Fr%C3%A9d%C3%A9ric%20Schall%20%281752-1825%29.jpg
http://www.wikidata.org/entity/Q75191519,Wilhelm Geißler,German painter,
http://www.wikidata.org/entity/Q19965744,Raphael Joseph Albert Schall,German painter,
http://www.wikidata.org/entity/Q744250,Gaspare Diziani,Italian painter (1689-1767),http://commons.wikimedia.org/wiki/Special:FilePath/Santi%20Apostoli%20%28Venice%29%20-%20La%20vergine%20col%20Bambino%2C%20san%20Giuseppe%2C%20san%20Giovanni%20Battista%20e%20sant%27Antonio%20da%20Padova%20%281755%29%20Gaspare%20Diziani.jpg
http://www.wikidata.org/entity/Q783273,Ludwig von Hagn,German genre painter (1819-1898),http://commons.wikimedia.org/wiki/Special:FilePath/Ludwig%20von%20Hagn%20-%20Maler.jpg
http://www.wikidata.org/entity/Q938311,Károly Markó,Hungarian landscape painter,http://commons.wikimedia.org/wiki/Special:FilePath/Barab%C3%A1s%20id.%20Mark%C3%B3%20K%C3%A1roly.jpg
http://www.wikidata.org/entity/Q938311,Károly Markó,Hungarian landscape painter,http://commons.wikimedia.org/wiki/Special:FilePath/Mark%C3%B3%20%C3%96narck%C3%A9p.jpg
http://www.wikidata.org/entity/Q553795,Sébastien Bourdon,French painter (1616-1671),http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%20of%20S%C3%A9bastien%20Bourdon%20%281652%E2%80%931658%29.png
http://www.wikidata.org/entity/Q44252,Max Klinger,"German painter, sculptor, printmaker, and writer (1857–1920)",http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Klinger%20by%20Nicola%20Perscheid%20c1900.jpg
http://www.wikidata.org/entity/Q1167278,Dietrich Monten,German painter (1799-1843),http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm%20von%20Kaulbach%20-%20Der%20Maler%20Dietrich%20Monten%20-%20WAF%20405%20-%20Bavarian%20State%20Painting%20Collections.jpg
http://www.wikidata.org/entity/Q576298,Franz Xaver Simm,Austrian painter (1853-1918),http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Simm%20-%20Selbstportr%C3%A4t.jpg
http://www.wikidata.org/entity/Q775008,Simon de Vos,Flemish painter (1603-1676),http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20de%20Vos%2C%20by%20Abraham%20de%20Vries.jpg
http://www.wikidata.org/entity/Q2284105,Siegmund l'Allemand,Austrian painter (1840-1910),http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Griepenkerl%20-%20Der%20Maler%20Sigmund%20L%C2%B4Allemand%20-%203039%20-%20Kunsthistorisches%20Museum.jpg
http://www.wikidata.org/entity/Q2738832,Giovanni di ser Giovanni Guidi,Italian painter (1406-1486),
http://www.wikidata.org/entity/Q1491011,Gaetano Gandolfi,Italian painter and sculptor (1734–1802),http://commons.wikimedia.org/wiki/Special:FilePath/Gaetano%20Gandolfi%20-%20Self-portrait%20with%20easel.jpg
http://www.wikidata.org/entity/Q556102,Johann Eleazar Zeissig,German painter (1737-1806),http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Eleazar%20Schenau%20von%20Christian%20Friedrich%20St%C3%B6lzel%201787.jpg
http://www.wikidata.org/entity/Q2449649,Guido Cagnacci,Italian painter (1601-1663),
http://www.wikidata.org/entity/Q1378931,Giovanni Battista Zelotti,Italian painter (1526-1578),
http://www.wikidata.org/entity/Q2543592,Marcantonio Franceschini,Italian painter (1648–1729),http://commons.wikimedia.org/wiki/Special:FilePath/Franceschini%20Marcantonio.jpg
http://www.wikidata.org/entity/Q85265,Johann Georg Platzer,Austrian artist,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Georg%20Platzer%20-%20Selbstbildnis%201731.jpg
http://www.wikidata.org/entity/Q553795,Sébastien Bourdon,French painter (1616-1671),http://commons.wikimedia.org/wiki/Special:FilePath/Bourbon%20par%20Cars.jpg
http://www.wikidata.org/entity/Q722329,Balthasar van den Bossche,Flemish painter (1681-1715),http://commons.wikimedia.org/wiki/Special:FilePath/Balthasar%20van%20den%20Bossche%20Studio%20of%20an%20Artist.jpg
http://www.wikidata.org/entity/Q187548,Friedrich Eduard Meyerheim,German painter (1808-1879),http://commons.wikimedia.org/wiki/Special:FilePath/Eduard%20Meyerheim.jpg
http://www.wikidata.org/entity/Q18600494,Max Gaisser,German painter (1857–1922),
http://www.wikidata.org/entity/Q725088,Sophus Jacobsen,Norwegian painter (1833-1912),http://commons.wikimedia.org/wiki/Special:FilePath/Sophus%20Jacobsen%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q87788,Friedrich Kriehuber,Austrian artist (1834-1871),http://commons.wikimedia.org/wiki/Special:FilePath/Bedrich%20Kriehuber%201871.png
http://www.wikidata.org/entity/Q355551,Adelsteen Normann,Norwegian landscape painter (1848-1918),http://commons.wikimedia.org/wiki/Special:FilePath/Adelsteen%20Normann.jpg
http://www.wikidata.org/entity/Q123098,Angelica Kauffmann,Swiss artist (1741–1807),http://commons.wikimedia.org/wiki/Special:FilePath/Angelika%20Kauffmann%20-%20Self%20Portrait%20-%201784.jpg
http://www.wikidata.org/entity/Q1384115,Frans Ykens,Flemish painter (1601-1693),
http://www.wikidata.org/entity/Q613336,Bartholomeus van Bassen,Dutch painter (1590-1652),
http://www.wikidata.org/entity/Q1405752,Ferdinand Schimon,"painter, opera singer (1797-1852)",http://commons.wikimedia.org/wiki/Special:FilePath/Schimon%20Self-portrait%201843.jpg
http://www.wikidata.org/entity/Q26202765,Emil Theodor Richter,"German painter and lithographer, 1801-1878",
http://www.wikidata.org/.well-known/genid/178e681a0e22cc17f62c812211c38763,http://www.wikidata.org/.well-known/genid/178e681a0e22cc17f62c812211c38763,,
http://www.wikidata.org/entity/Q1488896,Gabriel Ambrosius Donath,German painter (1684-1760),http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Ambrosius%20Donath.jpg
http://www.wikidata.org/entity/Q1388163,Gaspare Traversi,Italian painter (1722-1770),http://commons.wikimedia.org/wiki/Special:FilePath/Traversi%20Selbstbildnis.jpg
http://www.wikidata.org/entity/Q1871791,Louis Kolitz,German painter (1845-1914),
http://www.wikidata.org/entity/Q1161256,Jan Griffier I,painter and engraver from the Northern Netherlands (1652-1718),http://commons.wikimedia.org/wiki/Special:FilePath/JanGriffierPlaisir%20d%27hiverD%C3%A9tailMus%C3%A9eAnvers.jpg
http://www.wikidata.org/entity/Q535751,Louis Albert Guislain Bacler d'Albe,French artist (1761-1824),http://commons.wikimedia.org/wiki/Special:FilePath/Engelmann%20-%20Louis-Albert%20Ghislain%20Bacler%20d%27Albe%20%281761-1824%29.jpg
http://www.wikidata.org/entity/Q1695575,Johann Michael Neder,Austrian painter (1807-1882),http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Michael%20Neder%2C%20Selbstbildnis.jpg
http://www.wikidata.org/entity/Q319579,Johann Martin von Rohden,German artist (1778-1868),http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Martin%20von%20Rohden%20-%20Self-portrait%20M10119.jpg
http://www.wikidata.org/entity/Q4994282,Carl Kronberger,Austrian artist (1841-1921),
http://www.wikidata.org/entity/Q31211349,Johann Lange,German painter (1823-1908),
http://www.wikidata.org/entity/Q5408732,Pere Lembrí,Spanish painter,
http://www.wikidata.org/entity/Q99864684,Master of Albocàsser,"Spanish painter, active 1401",
http://www.wikidata.org/entity/Q2590163,Wolfgang Katzheimer the Elder,German artist (1450-1508),http://commons.wikimedia.org/wiki/Special:FilePath/1483%20Katzheimer%20Christus%20vor%20Kaiphas%20anagoria.JPG
http://www.wikidata.org/entity/Q321827,Alexander Maximilian Seitz,German artist (1811-1888),http://commons.wikimedia.org/wiki/Special:FilePath/Portr%C3%A4t%20Alexander%20Maximilian%20Seitz%2C%20gezeichnet%20von%20Johann%20Martin%20von%20Rhoden%2C%20Rom%201835.jpg
http://www.wikidata.org/.well-known/genid/eb3ff29bfdf0f439873d4a460ce1a8da,http://www.wikidata.org/.well-known/genid/eb3ff29bfdf0f439873d4a460ce1a8da,,
http://www.wikidata.org/entity/Q26234773,Josef Weidner,Austrian painter (1801-1871),
http://www.wikidata.org/entity/Q555885,Théodore Gudin,French painter (1802-1880),http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9odore%20Gudin.png
http://www.wikidata.org/.well-known/genid/a040f4ab8ae7e70f0e3543c0a02a7f97,http://www.wikidata.org/.well-known/genid/a040f4ab8ae7e70f0e3543c0a02a7f97,,
http://www.wikidata.org/entity/Q315803,Peter Candid,Flemish painter and graphic designer (1548-1628),http://commons.wikimedia.org/wiki/Special:FilePath/Imaginary%20bust%20of%20Peter%20Candid.jpg
http://www.wikidata.org/entity/Q1908630,Mathieu Le Nain,French painter (1607-1677),
http://www.wikidata.org/entity/Q979467,Pietro Liberi,Italian painter (1605-1687),http://commons.wikimedia.org/wiki/Special:FilePath/Marco%20Liberi%20-%20Portrait%20of%20Pietro%20Liberi.jpg
http://www.wikidata.org/entity/Q3260544,Louis-Gabriel Moreau,"French draughtsperson, etcher and painter (1740-1806)",http://commons.wikimedia.org/wiki/Special:FilePath/Louis-Gabriel%20Moreau%20-%20Paysage%20avec%20un%20aqueduc.jpg
http://www.wikidata.org/entity/Q61987,Carl Gustav Carus,"German philosopher, physician, painter (1789–1869)",http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Gustav%20Carus%20Portrait.JPG
http://www.wikidata.org/entity/Q380103,Andrea Pozzo,painter of the Late Baroque (1642-1709),http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Pozzo%2C%20autoportrait.jpg
http://www.wikidata.org/entity/Q18613400,Jakob Emanuel Gaisser,German genre painter (1825-1899),
http://www.wikidata.org/entity/Q3106938,Giovanni Battista Bertucci,painter,
http://www.wikidata.org/entity/Q18603458,Petrus van Hattich,"Dutch artist, active 1620-1665",
http://www.wikidata.org/.well-known/genid/c1fbf6683a83017cd2fe2da5b644349d,http://www.wikidata.org/.well-known/genid/c1fbf6683a83017cd2fe2da5b644349d,,
http://www.wikidata.org/entity/Q465304,Otto Scholderer,German painter (1834-1902),http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Scholderer%20Selbstbildnis%201885-86.jpg
http://www.wikidata.org/entity/Q349751,Francis Hayman,Austrian artist (1818-1897),http://commons.wikimedia.org/wiki/Special:FilePath/Eduard%20Engerth%20Litho.jpg
http://www.wikidata.org/.well-known/genid/e4e0987b85938b8bf421b9abfbd2f62d,http://www.wikidata.org/.well-known/genid/e4e0987b85938b8bf421b9abfbd2f62d,,
http://www.wikidata.org/entity/Q1970087,Philip James de Loutherbourg,Franco-British painter (1740-1812),http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Jacques%20de%20Loutherbourg%20by%20Philippe%20Jacques%20de%20Loutherbourg.jpg
http://www.wikidata.org/entity/Q3105053,Giacomo Francesco Cipper,Italian painter (1664-1736),
http://www.wikidata.org/entity/Q2242467,Jan van Os,painter from the Northern Netherlands (1744-1808),http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Frederic%20de%20la%20Croix%20-%20Portrait%20of%20his%20son%20in%20law%2C%20Jan%20van%20Os.jpg
http://www.wikidata.org/entity/Q24042372,Otto Edmund Günther,German genre painter (1838-1884),
http://www.wikidata.org/entity/Q6148378,Jan Baptist Bosschaert,Flemish painter (1667-1746),
http://www.wikidata.org/entity/Q726941,François-Xavier Fabre,"French painter, teacher & philanthropist (1766-1837)",http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-Xavier%20baron%20Fabre.jpg
http://www.wikidata.org/entity/Q2701986,Gioacchino Assereto,Italian painter (1600-1649),
http://www.wikidata.org/entity/Q697780,Carl Moll,Austrian artist (1861-1945),http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Moll%2C%20attributed%20to%20Ludwig%20Michalek.jpg
http://www.wikidata.org/entity/Q18603339,Jan Bedijs Tom,Dutch painter,
http://www.wikidata.org/entity/Q1336467,Emil Ludwig Löhr,German painter (1809-1876),http://commons.wikimedia.org/wiki/Special:FilePath/Portr%C3%A4t%20Emil%20Loehr%2C%20gezeichnet%20von%20Johann%20Baptist%20Kirner%2C%20Rom%201839.jpg
http://www.wikidata.org/entity/Q15732721,Jacques-Antoine Vallin,French painter,
http://www.wikidata.org/entity/Q2627622,Alexander Keirincx,Flemish painter (1600-1652),
http://www.wikidata.org/entity/Q2650452,Alois Schönn,Austrian history and genre painter (1826-1897),http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%20Alois%20Sch%C3%B6nn%20-%20Selbstbildnis%20-%203390%20-%20Kunsthistorisches%20Museum.jpg
http://www.wikidata.org/entity/Q5503784,Friedrich Eibner,painter (1825-1877),
http://www.wikidata.org/entity/Q324567,Georgius Jacobus Johannes van Os,painter from the Northern Netherlands (1782-1861),
http://www.wikidata.org/entity/Q2043640,Hans Savery the Elder,Dutch painter (1564-1622),
http://www.wikidata.org/entity/Q102544,Lorenz Gedon,"German architect, interior designor  and sculptor (1843–1883)",http://commons.wikimedia.org/wiki/Special:FilePath/Lorenz%20Gedon.jpg
http://www.wikidata.org/entity/Q2857301,Antonio Gandini,Italian painter (1565-1630),
http://www.wikidata.org/entity/Q872147,Josef Rebell,Austrian artist (1787-1828),http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Rebell%20Selbstbildnis.jpg
http://www.wikidata.org/entity/Q2469014,Jan Vonck,Dutch Golden Age (1631-1664),
http://www.wikidata.org/entity/Q1280976,Paul Weber,German painter and entomologist (1823-1916),http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Weber%2C%20artist%2C%20three-quarter%20length%20studio%20portrait%2C%20seated%2C%20holding%20pencil%20in%20right%20hand%20on%20sheaf%20of%20paper%20on%20a%20table%2C%20facing%20right%20LCCN2015651551%20%28cropped%29.jpg
