item;itemLabel;itemDescription;status;altNames;GND;Proveana;VIAF;LCCN;RunDate
http://www.wikidata.org/entity/Q27230593;Joseph Bernheim-Jeune;French art dealer looted by Nazis (1870-1941);Holocaust Aryanization or art restitution case link;Henry Dauberville, Josse (Joseph) Bernheim-Jeune (Bernheim);1239434685;;186986174;;25-janv-24
http://www.wikidata.org/entity/Q121295311;Jules Chauvin;French art dealer;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q96189184;Jules Féral;French art dealer (1874-1944);ALIU Red Flag;J. Féral, Jules Feral, Jules-Eugène-Féral;;;167765409;;25-janv-24
http://www.wikidata.org/entity/Q77974540;Jules Strauss;art collector plundered during German occupation (1861-1943);Holocaust Aryanization or art restitution case link;;;;314885509;;25-janv-24
http://www.wikidata.org/entity/Q47530987;Julius Böhler Jr.;art dealer, Nazi, dealt in looted art (b. 1907- d. 1979);ALIU Red Flag;Julius Böhler, Julius Böhler Jr, Julius Harry Boehler, Julius Harry Böhler;132722089;act10001177;18393274;;25-janv-24
http://www.wikidata.org/entity/Q19287233;Julius Freund;German Jewish art collector (1869-1941);Holocaust Aryanization or art restitution case link;;128575964;act10000030;45357691;;25-janv-24
http://www.wikidata.org/entity/Q63643099;Julius Hahn;German art dealer, auction house owner (1877-1948);ALIU Red Flag;;;act10000731;;;25-janv-24
http://www.wikidata.org/entity/Q106878476;Julius Kien;Austrian entrepreneur and art collector (1868-1949);Holocaust Aryanization or art restitution case link;;1029636362;;294799800;;25-janv-24
http://www.wikidata.org/entity/Q105374145;Julius Mosberg;Holocaust victim (born 1868);Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q57241365;Julius Priester;Viennese banker, industrialist, and art collector, plundered by Nazis because Jewish;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q17421944;Justin K. Thannhauser;German art dealer (1892-1976);Holocaust Aryanization or art restitution case link;Justin Thannhauser;119197960;act10000672;74657817;n78092384;25-janv-24
http://www.wikidata.org/entity/Q93890;Kajetan Mühlmann;Art historian, art plunderer and dealer on behalf of the Nazis (1898–1958);ALIU Red Flag;"Kai Mühlmann, Kajetan ""Kai"" Mühlmann, Kajetan Muehlmann";12768199X;;15800167;no2007041366;25-janv-24
http://www.wikidata.org/entity/Q125760805;Karl Adler;German Jewish manufacturer and art collector murdered at Dachau (1873-1938);Holocaust victim;;;act10001968;;;25-janv-24
http://www.wikidata.org/entity/Q15444706;Karl Alexander Neumeyer;German jurist persecuted by Nazis because Jewish, suicide with wife July 17, 1941;Holocaust victim;Karl Neumeyer;116984074;;214474365;no2010124340;25-janv-24
http://www.wikidata.org/entity/Q15431273;Karl Buchholz;German art dealer authorized by Nazis to sell looted art, gallery owner, bookseller (1901-1992);ALIU Red Flag;;116818468;act10000251;52451418;no2006007230;25-janv-24
http://www.wikidata.org/entity/Q4151033;Karl Grünwald;Austrian art collector (1887-1964), expropriated by Nazis;Holocaust Aryanization or art restitution case link;;;;74842278;;25-janv-24
http://www.wikidata.org/entity/Q1266375;Karl H. Bröhan;German art historian and art collector (1921-2000);Holocaust Aryanization or art restitution case link;Karl Heinz Bröhan;120898535;act10000018;77158218;n86004891;25-janv-24
http://www.wikidata.org/entity/Q1731388;Karl Haberstock;German art dealer, WWII art looter (1878-1956);ALIU Red Flag;;11905406X;;52491017;n92097619;25-janv-24
http://www.wikidata.org/entity/Q1729833;Karl Heinz Clasen;German art historian and Nazi party member (1883-1979);ALIU Red Flag;;118676318;;18016195;nr88003885;25-janv-24
http://www.wikidata.org/entity/Q70374;Karl Herxheimer;German Jewish dermatologist murdered in the Holocaust (1861-1942);Holocaust victim;;127526005;;57638123;;25-janv-24
http://www.wikidata.org/entity/Q110482630;Karl Kress;German photographer for the E.R.R. (1900-;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q105306335;Karl Legat;German art dealer resident in Holland (1902-1953);ALIU Red Flag;K. A. Legat;;;;;25-janv-24
http://www.wikidata.org/entity/Q120028958;Karl Mathiason;German Jewish businessman and art collector ((1899-1944);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q28150056;Karl Mayländer;Austrian businessman, art collector and Holocaust victim;Holocaust victim;Karl Maylaender;;;;;25-janv-24
http://www.wikidata.org/entity/Q28150056;Karl Mayländer;Austrian businessman, art collector and Holocaust victim;Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link;Karl Maylaender;;;;;25-janv-24
http://www.wikidata.org/entity/Q56806405;Karl Polhammer;Austrian art historian and picture restorer involved in looting;ALIU Red Flag;Dr. Karl Polhammer, Karl Pollhammer, Prof Dr Karl Polhammer;;;;;25-janv-24
http://www.wikidata.org/entity/Q1733118;Karl Ströher;German entrepreneur, art collector former owner of Wella (1890–1977);Holocaust Aryanization or art restitution case link;;11734320X;;72168704;nr92012499;25-janv-24
http://www.wikidata.org/entity/Q29001878;Karl W. Bümming;German art dealer (1899-1963);ALIU Red Flag;Karl Buemming, Carl Bümming;1202533337;;7,03816E+21;;25-janv-24
http://www.wikidata.org/entity/Q115959327;Käthe Kellner;Austrian Jewish art collector and Holocaust victim (1884-1942);Holocaust victim;Kaethe Kellner, Katharina Kellner;;;;;25-janv-24
http://www.wikidata.org/entity/Q130777;Kazimir Malevich;Ukrainian avant-garde artist of Polish ancestry. Founder of the Suprematist movement (1879–1935);Holocaust Aryanization or art restitution case link;Malevich, Малевич, Kazimierz Malewicz, Kazimir Severinovich Malevich, Kazymyr Malevych, Kazymyr Severynovych Malevych, Казимир Малевич, Казимир Малевіт, Казимир Северинович Малевич, Казимир Шеверінович Малевич, Казімеж Малевич, Малевиць «Азимир Севериновиц», Т. Малевича;118640836;;14773228;n80028265;25-janv-24
http://www.wikidata.org/entity/Q66087839;Klara Veraguth;Swiss art collector and art dealer;ALIU Red Flag;Frau Veraguth;;;;;25-janv-24
http://www.wikidata.org/entity/Q1745143;Klaus Baudissin;German art historian, Nazi SS, Museum Director (1891-1961);ALIU Red Flag;Dr Wolf von Baudissin, Klaus Wulf Sigesmund von Baudissin, von Baudissin, Graf , Dr Wolf;116083409;;62291208;;25-janv-24
http://www.wikidata.org/entity/Q24188978;Kor Postma;Dutch art dealer (1903-1977);ALIU Red Flag;Cor Postma, Cornelis Johannes Postma, Cornelius Postma, Cornelius, Kor Postma;;;29458096;nr2001007252;25-janv-24
http://www.wikidata.org/entity/Q1328893;Kunstforum Ostdeutsche Galerie;museum in Regensburg, Germany;Holocaust Aryanization or art restitution case link;;10075190-8;;122955351;nr2003041287;25-janv-24
http://www.wikidata.org/entity/Q693591;Kunsthalle Bremen;museum of arts in Bremen;Holocaust Aryanization or art restitution case link;;2016790-8;;150745544;n80046907;25-janv-24
http://www.wikidata.org/entity/Q24264237;Kunstmuseen Krefeld;museum in Germany;Holocaust Aryanization or art restitution case link;;16000684-3;act10002716;144790114;n86083268;25-janv-24
http://www.wikidata.org/entity/Q194626;Kunstmuseum Basel;art museum in Basel, Switzerland;Holocaust Aryanization or art restitution case link;Basler Kunstmuseum, Kunstmuseum mit Kupferstichkabinett, Kunstsammlung Basel;2077960-4;;228610536;n79079575;25-janv-24
http://www.wikidata.org/entity/Q194626;Kunstmuseum Basel;art museum in Basel, Switzerland;Holocaust Aryanization or art restitution case link;Basler Kunstmuseum, Kunstmuseum mit Kupferstichkabinett, Kunstsammlung Basel;2077960-4;;158993979;n79079575;25-janv-24
http://www.wikidata.org/entity/Q318859;Kunstmuseum Bonn;art museum;Holocaust Aryanization or art restitution case link;;2153289-8;act10004174;145497348;n81142342;25-janv-24
http://www.wikidata.org/entity/Q318859;Kunstmuseum Bonn;art museum;Holocaust Aryanization or art restitution case link;;2153289-8;act10004174;148641046;n81142342;25-janv-24
http://www.wikidata.org/entity/Q47002464;Kunstversteigerungshaus Adolf Weinmüller;German auction house involved in Nazi looted art;Holocaust Aryanization or art restitution case link;Adolf Weinmüller auction house, Weinmueller auction house;;act10003186;147040993;;25-janv-24
http://www.wikidata.org/entity/Q555946;Kupferstichkabinett Berlin;prints museum in Berlin, Germany;Holocaust Aryanization or art restitution case link;Berlin Print Cabinet;2016864-0;;235339436;;25-janv-24
http://www.wikidata.org/entity/Q57867031;Kurt Benedikt;German art dealer, co-director of Van Diemen Galleries;Holocaust Aryanization or art restitution case link;C. Benedict, Curt Benedict, Curt Benedikt;;;;;25-janv-24
http://www.wikidata.org/entity/Q60905;Kurt Gerron;German Jewish film actor, director and singer murdered at Auschwitz (1897-1944);Holocaust victim;;119075571;;17411432;n87896204;25-janv-24
http://www.wikidata.org/entity/Q1793847;Kurt Martin;German art historian and museum director (1899-1975);ALIU Red Flag;;116805188;;108372070;n88633605;25-janv-24
http://www.wikidata.org/entity/Q112406361;Kurt Meissner;Swiss art dealer (1909-2005);Holocaust Aryanization or art restitution case link;;11927003X;act00001013;32802848;;25-janv-24
http://www.wikidata.org/entity/Q1794305;Kurt von Behr;German civil servant, head of ERR in France,Nazi art looting organization;ALIU Red Flag;Baron Kurt von Behr;138119384;;88180911;;25-janv-24
http://www.wikidata.org/entity/Q16185206;Kurt Walter Bachstitz;Austrian-Dutch Art Dealer (1882-1949);ALIU Red Flag;Bruno Walter Bachstitz, K. W. Bachstitz, K.W. Bachstitz, Kurt Bachstitz, Kurt Bruno Walter Bachstitz;;act10002217;71283888;nr95037654;25-janv-24
http://www.wikidata.org/entity/Q51211514;Lambert Jageneau;art dealer involved in founding the National Socialist Movement in Flanders;ALIU Red Flag;Jagenau, L. Jageneau, L.M.A. Jageneau, Lambert M.A. Jageneau;;;282450679;;25-janv-24
http://www.wikidata.org/entity/Q1332706;Landesmuseum Württemberg;museum in Stuttgart, Germany;Holocaust Aryanization or art restitution case link;Landesmuseum Stuttgart, Württemberg State Museum, Württembergisches Landesmusem, Württembergisches Landesmuseum Stuttgart;10148439-2;;138971906;n50011461;25-janv-24
http://www.wikidata.org/entity/Q1332706;Landesmuseum Württemberg;museum in Stuttgart, Germany;Holocaust Aryanization or art restitution case link;Landesmuseum Stuttgart, Württemberg State Museum, Württembergisches Landesmusem, Württembergisches Landesmuseum Stuttgart;10148439-2;;151848136;n50011461;25-janv-24
http://www.wikidata.org/entity/Q56753719;Lars Bierbach;art trader, formerly film industry;ALIU Red Flag;Ernst Bierbach;;;;;25-janv-24
http://www.wikidata.org/entity/Q96774701;Lea Bondi Jaray;Jewish art collector, and refugee from Nazi Germany (1880-1969);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q262234;Lenbachhaus;art museum in Munich, Germany;Holocaust Aryanization or art restitution case link;Städtische Galerie im Lenbachhaus;2022696-2;act10003870;129728232;n81058761;25-janv-24
http://www.wikidata.org/entity/Q1818485;Leo Bendel;Austrian Jewish entrepreneur and art collector murdered in the Holocaust (1868-1940);Holocaust victim;;1208015699;;1,39116E+21;;25-janv-24
http://www.wikidata.org/entity/Q1818485;Leo Bendel;Austrian Jewish entrepreneur and art collector murdered in the Holocaust (1868-1940);Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link;;1208015699;;1,39116E+21;;25-janv-24
http://www.wikidata.org/entity/Q88803939;Leo Grünstein;Austrian author and art historian, murdered in the Holocaust  (1876-1943);Holocaust victim;;116893001;;69694062;no2008136862;25-janv-24
http://www.wikidata.org/entity/Q1795644;Leo Lewin;Jewish merchant and art collector from Breslau persecuted by the Nazis (1881-1965);Holocaust Aryanization or art restitution case link;;1047794152;act20000390;306364841;;25-janv-24
http://www.wikidata.org/entity/Q15452397;Leo Smoschewer;German Jewish entrepreneur and art collector persecuted by Nazis (1870-1938);Holocaust Aryanization or art restitution case link;Leo Smoshever;;;;;25-janv-24
http://www.wikidata.org/entity/Q105640640;Leo Zeckendorf;holocaust victim, b. 1884-04-20;Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q110407277;Leon Seyffers;Belgian art dealer (1885-about 1944 Auschwitz);Holocaust victim;Leon Seijffers, Seyffers, Brussels;;;;;25-janv-24
http://www.wikidata.org/entity/Q107097805;Leonhard Tietz AG;German Jewish business Aryanized under Nazis in 1933;Holocaust Aryanization or art restitution case link;;271510-7;;;;25-janv-24
http://www.wikidata.org/entity/Q118136263;Leonhard Wertheim;German Jewish art collector;Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q92411;Leopold Koppel;German banker, industrialist, philanthropist and art collector persecuted by Nazis because Jewish (1843-1933);Holocaust Aryanization or art restitution case link;;1068225076;;315074180;;25-janv-24
http://www.wikidata.org/entity/Q59435;Leopold Museum;museum of modern Austrian art in Vienna, Austria;Holocaust Aryanization or art restitution case link;;5337960-3;;124783227;nr00025111;25-janv-24
http://www.wikidata.org/entity/Q1819801;Leopold Reidemeister;German art historian and museum director (1900-1987);ALIU Red Flag;;119335603;;267636841;n82032407;25-janv-24
http://www.wikidata.org/entity/Q56807890;Leopold Ruprecht;Austrian art historian, amor expert Linz and Kunsthistorisches Institut, Vienna;ALIU Red Flag;Dr Leopold Ruprecht;126876444;;3479071;;25-janv-24
http://www.wikidata.org/entity/Q120111520;Leopold Weinstein;Austrian Jewish businessman and art collector plundered by Nazis (1884-1948);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q19754010;Lili Frohlich-Bume;Austrian-British art historian, art dealer and art critic (1886–1981);Holocaust Aryanization or art restitution case link;Caroline Bum, Lili Fröhlich-Bume, Karoline Bum, Lili Frolich-Bume, Lili Frolich, Lili Frölich, Lili Bume;127641130;;1,25115E+21;n95016938;25-janv-24
http://www.wikidata.org/entity/Q19754010;Lili Frohlich-Bume;Austrian-British art historian, art dealer and art critic (1886–1981);Holocaust Aryanization or art restitution case link;Caroline Bum, Lili Fröhlich-Bume, Karoline Bum, Lili Frolich-Bume, Lili Frolich, Lili Frölich, Lili Bume;127641130;;27390113;n95016938;25-janv-24
http://www.wikidata.org/entity/Q2798268;Limburg Museum;museum in Venlo, Netherlands;Holocaust Aryanization or art restitution case link;Limburgs Museum;5190790-2;;173219739;nr95006214;25-janv-24
http://www.wikidata.org/entity/Q55497069;Lionel Hauser;French banker and art collector (1868-1958);Holocaust Aryanization or art restitution case link;L. Hauser;1032082720;;295127820;;25-janv-24
http://www.wikidata.org/entity/Q14639007;Lippmann, Rosenthal & Co.;bank at Nieuwe Spiegelstraat owned by Dutch Jews, later Aryanized under Third Reich (see LIRO);Holocaust Aryanization or art restitution case link;Nieuwe Spiegelstraat;;;;;25-janv-24
http://www.wikidata.org/entity/Q111459129;Lisser Rosencranz Bank;Former Dutch private bank in Amsterdam;ALIU Red Flag;Lisser & Rosencranz, Lisser and Rosenkranz Bank, N.V. Bankierskantoor Lisser & Rosenkranz, Amsterdam;;;;;25-janv-24
http://www.wikidata.org/entity/Q3261434;Louis Carré;French art dealer (1897-1977);ALIU Red Flag;Louis Carre;123655692;;59217663;;25-janv-24
http://www.wikidata.org/entity/Q560658;Louis Darquier de Pellepoix;French Holocaust perpetrator (1897-1980);ALIU Red Flag;Louis Darquier, Louis de Pellepoix;119507188;;56762831;n79052394;25-janv-24
http://www.wikidata.org/entity/Q46894559;Louise Leiris;French art dealer;Holocaust Aryanization or art restitution case link;;1269033220;;316736455;;25-janv-24
http://www.wikidata.org/entity/Q94755228;Louise Stadler-Koppel;German Jewish art collector (1887-1978);Holocaust Aryanization or art restitution case link;Louise Koppel, geb. Lehmann, Louise Koppel-Stadler;1190576139;;2,13316E+21;;25-janv-24
http://www.wikidata.org/entity/Q19675;Louvre Museum;art and archeology museum in Paris, France;Holocaust Aryanization or art restitution case link;The Louvre, Louvre, Musée Napoléon, France. Musee du Louvre Paris, France. Musée du Louvre Paris, Musee du Louvre, Musée du Louvre, Musee Napoleon, Musee national du Louvre, Musée national du Louvre, The Louvre Museum;1006837-5;;257711507;n80020283;25-janv-24
http://www.wikidata.org/entity/Q96276480;Lucie Mayer-Fuld;German Jewish art collector, refugee from Nazis;Holocaust Aryanization or art restitution case link;;;;225110092;;25-janv-24
http://www.wikidata.org/entity/Q47310030;Lucien Adrion;French painter and art dealer (1889-1953);ALIU Red Flag;Adrion, l. adrion, L. Adrion, Lucien Philippe ADRION;13012608X;;1110454;nr89016551;25-janv-24
http://www.wikidata.org/entity/Q64217574;Lucien Baszanger;art dealer and jeweler (1890-1971);ALIU Red Flag;;174180950;;43518756;n93096720;25-janv-24
http://www.wikidata.org/entity/Q65617;Ludwig Curtius;German classical archeologist (1874-1954);ALIU Red Flag;Ludwig Michael Curtius;118523066;;61636574;n85012468;25-janv-24
http://www.wikidata.org/entity/Q115164;Ludwig Heinrich Heydenreich;German art historian (1903-1978);ALIU Red Flag;;118704451;;36962457;n80015696;25-janv-24
http://www.wikidata.org/entity/Q1361426;Ludwig Katzenellenbogen;Jewish industrialist, refugee, Holocaust victim, husband of Tilla Durieux (1877–1944);Holocaust victim;;116067780;;32739083;;25-janv-24
http://www.wikidata.org/entity/Q1874742;Ludwig Loewenthal;German Jewish banker, art collector and Holocaust victim, b. 1898-03-20 d. 1944;Holocaust victim;Ludwig Löwenthal;;;;;25-janv-24
http://www.wikidata.org/entity/Q14777672;Ludwig Pollak;Jewish Czech-Austrian classical archaeologist and art collector (1868-1943) murdered in the Holocaust;Holocaust victim;;118838172;;39488480;nr89003403;25-janv-24
http://www.wikidata.org/entity/Q109979019;Luigi Bellini;Italian antiquarian seller (1885-1956);ALIU Red Flag;;131562967;;57748685;;25-janv-24
http://www.wikidata.org/entity/Q10288073;M. Knoedler & Co.;art dealer in New York;Holocaust Aryanization or art restitution case link;Galerie Knoedler, Knoedler Art Gallery, Knoedler Galleries, M. Knoedler and Company;16310869-9;;158991711;n80032697;25-janv-24
http://www.wikidata.org/entity/Q84356421;M.O. Leegenhoek;Belgian art dealer active in France during the Vichy period, German occupation;ALIU Red Flag;Leegenhoek, Paris, M. Leegenhoek, M. Legenhoek, M. O. Leegenhoek, M.O. Leegenhoeck;;;;;25-janv-24
http://www.wikidata.org/entity/Q112683281;Manfred Schames;art dealer;Holocaust Aryanization or art restitution case link;;124382798X;;7,21635E+19;;25-janv-24
http://www.wikidata.org/entity/Q112635155;Marcel Kapferer;French Jewish art collector (1872-1966);Holocaust Aryanization or art restitution case link;Marcel Singal Kapferer;;;;;25-janv-24
http://www.wikidata.org/entity/Q29441758;Margarete Mauthner;German Jewish art collector, translator of art books (1863-1947);Holocaust Aryanization or art restitution case link;Margarete Alexander, Margarethe Mauthner;116858303;;32759082;no2002105593;25-janv-24
http://www.wikidata.org/entity/Q94776272;Margarete Oppenheim;female German Jewish art collector (1857-1935);Holocaust Aryanization or art restitution case link;Margarete Eisner, Margarete Reichenheim;129712205;;35542361;;25-janv-24
http://www.wikidata.org/entity/Q95753319;Margot Jansson;Swedish born art dealer in France for Deutsche Reichsbank during the Nazi occupation;ALIU Red Flag;;1061402274;;311618923;;25-janv-24
http://www.wikidata.org/entity/Q131868216;Margraf Group;German company Aryanized in 1938;Holocaust Aryanization or art restitution case link;Margraf & Co.;;act10003512;;;25-janv-24
http://www.wikidata.org/entity/Q123758642;Margret Kainer;German Jewish art collector (1894-1968);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q15058864;Marguerite Stern (born Fould);French painter and art collector (1886-1956);Holocaust Aryanization or art restitution case link;Madame Edgard Stern, Paris, Marguerite Louise Delphine Stern (Fould), Marguerite Stern, Marguerite Stern, geb. Fould, Marguerite Stern, née Fould;;;;;25-janv-24
http://www.wikidata.org/entity/Q1308305;Maria Almas-Dietrich;art dealer, personal friend of Hitler (1892-1971);ALIU Red Flag;Maria Dietrich, Mme Maria Dietrich;112659928X;act10000570;5,41915E+21;;25-janv-24
http://www.wikidata.org/entity/Q85048;Maria Altmann;Filed successful lawsuit against government of Austria for return of family artwork plundered by the Nazis (1916–2011);Holocaust Aryanization or art restitution case link;;139409122;;101152290;no2015139341;25-janv-24
http://www.wikidata.org/entity/Q51828076;Maria Schmidlin;German art dealer on ALIU Red Flag list;ALIU Red Flag;Frau Schmidlin;;;;;25-janv-24
http://www.wikidata.org/entity/Q90927;Marianne Breslauer;German photographer and art dealer (1909-2001);Holocaust Aryanization or art restitution case link;Marianne Breslauer Feilchenfeldt, Marianne Breslauer-Feilchenfeldt, Marianne Feilchenfeldt;118945335;;108360509;n80055998;25-janv-24
http://www.wikidata.org/entity/Q1896897;Marianne Schmidl;Austrian ethnologist murdered in the Holocaust by the Nazis because of her Jewish origins (1890-1942);Holocaust victim;;130691542;act10001215;61861539;no2006020130;25-janv-24
http://www.wikidata.org/entity/Q72956592;Marilynn Alsdorf;Chicago IL art Collector (1926-2019);Holocaust Aryanization or art restitution case link;Marilynn Alsdorf, née Bruder, Marilynn Bruder;;;;;25-janv-24
http://www.wikidata.org/entity/Q104532626;Martha Nathan;German Jewish art collector persecuted by the Nazis (1876-1958);Holocaust Aryanization or art restitution case link;Martha Adrianna Nathan;;;;;25-janv-24
http://www.wikidata.org/entity/Q108944618;Martha Nothmann;German Jewish art collector (1874–1967);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q100708933;Martin Fabiani;French art dealer (1899-1989);ALIU Red Flag;;;;2,24615E+21;;25-janv-24
http://www.wikidata.org/entity/Q94766666;Martin Flersheim;German businessman and art collector (1856-1935);Holocaust Aryanization or art restitution case link;;142943479;;160354556;;25-janv-24
http://www.wikidata.org/entity/Q130258967;Matilda Loeser-Calnan;Italian-American actress and art collector (1913-2000);Holocaust Aryanization or art restitution case link;Matilda Loeser, Matilda Sophia Loeser Calnan;;;;;25-janv-24
http://www.wikidata.org/entity/Q103945084;Matthiesen Gallery;art gallery founded in 1922 in Munich, 1923 in Berlin, and 1938 in London by Franz Catzenstein;ALIU Red Flag;Galerie Matthiesen;;;;;25-janv-24
http://www.wikidata.org/entity/Q84435384;Maurice Lagrand;art dealer, principal buyer and agent for Joseph Mühlmann at Paris;ALIU Red Flag;;;;;;25-janv-24
http://www.wikidata.org/entity/Q124216935;Max Braunthal;German Jewish art collector (1877-1946);Holocaust Aryanization or art restitution case link;Max Julius Braunthal;;act20000414;;;25-janv-24
http://www.wikidata.org/entity/Q1912361;Max Cassirer;German Jewish entrepreneur, merchant and art collector (1857-1943);Holocaust Aryanization or art restitution case link;;140132732;act10004361;103433745;;25-janv-24
http://www.wikidata.org/entity/Q1912453;Max Emden;German Jewish merchant and art collector, persecuted by Nazis because Jewish (1874-1940);Holocaust Aryanization or art restitution case link;Max J. Emden, Max James Emden;14137652X;;120965017;n2011059871;25-janv-24
http://www.wikidata.org/entity/Q121089974;Max Fischer;German Jewish journalist, art collector and refugee (1893-1954);Holocaust Aryanization or art restitution case link;Max David Wolf Fischer;116560037;;114564806;no2005078251;25-janv-24
http://www.wikidata.org/entity/Q54501351;Max Frankenburger;Jewish German art historian (1860-1943) murdered in the Holocaust;Holocaust victim;;116716649;;5294492;no98080821;25-janv-24
http://www.wikidata.org/entity/Q3302147;Max Heilbronn;Parisian businessman whose art collection was looted by the Nazis and French Resistance fighter (1902-1998);Holocaust Aryanization or art restitution case link;;118961020;;130960397;n88623655;25-janv-24
http://www.wikidata.org/entity/Q62110;Max Jakob Friedländer;German curator and art historian (1867-1958);ALIU Red Flag;M.J. Friedländer, Max Friedlander, Max J. Friedländer, Max Jacob Friedländer;118693441;act10000343;56620139;n82143205;25-janv-24
http://www.wikidata.org/entity/Q59213853;Max Kaganovitch;Lithuanian born, French Jewish sculptor and art collector, refugee from Nazis (1891-1978);Holocaust Aryanization or art restitution case link;Kaganowitsch, Kaganowitsche;;;3,81816E+21;;25-janv-24
http://www.wikidata.org/entity/Q126747675;Max Matheus;German Jewish art collector and businessman, Holocaust victim (d. 26. März 1943);Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1725631;Max Meirowsky;German Jewish industrialist and art collector (1866-1949);Holocaust Aryanization or art restitution case link;;1014835496;act10000045;180488402;;25-janv-24
http://www.wikidata.org/entity/Q131577129;Max Rothstein;German Jewish art collector (d. 1950);Holocaust Aryanization or art restitution case link;;;;;;25-janv-24
http://www.wikidata.org/entity/Q1913457;Max Silberberg;German Jewish entrepreneur and art collector (1878-1942) died Theresienstadt concentration camp;Holocaust victim;Max Zilberberg;123274826;act10001262;50130833;;25-janv-24
http://www.wikidata.org/entity/Q1913457;Max Silberberg;German Jewish entrepreneur and art collector (1878-1942) died Theresienstadt concentration camp;Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link;Max Zilberberg;123274826;act10001262;50130833;;25-janv-24
http://www.wikidata.org/entity/Q214206;Max Stern;German Jewish Canadian art dealer, persecuted by the Nazis (1904–1987);Holocaust Aryanization or art restitution case link;;129850926;act10000515;47852966;n2004017749;25-janv-24
http://www.wikidata.org/entity/Q68941151;Max Stoecklin;Swiss agent in WWII involved in art trade;ALIU Red Flag;Max Stöcklin, Stöcklin, Max;;;;;25-janv-24
http://www.wikidata.org/entity/Q109164305;Maximilian Morgenstern;German Jewish art collector (together with wife Hertha) persecuted by Nazis (1883-1946);Holocaust Aryanization or art restitution case link;Max Morgenstern;142233609;;309670333;;25-janv-24
http://www.wikidata.org/entity/Q1575206;Maximilian von Goldschmidt-Rothschild;German banker (1843-1940);Holocaust Aryanization or art restitution case link;Baron Max von Goldschmidt-Rothschild, Baron Maximilian von Goldschmidt-Rothschild, Maximilian Benedikt Heyum Goldschmidt-Rothschild, Maximilian von Goldschmidt;116757310;act10000728;49984954;no2023141610;25-janv-24
http://www.wikidata.org/entity/Q128684046;Meijer Marcus van Praag;Dutch antiquities dealer and art collector killed by Nazis at Sobibor (1871-1943);Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q806779;Mendelssohn & Co.;Private bank based in Berlin, Germany, Aryanized by Nazi regime in 1938;Holocaust Aryanization or art restitution case link;;1052045650;;308745609;;25-janv-24
http://www.wikidata.org/entity/Q131822548;Meta Cohn (Löwenthal);German Jewish art collector murdered in the Holocaust (1886-1942);Holocaust victim;Meta Cohn (née Löwenthal);;;;;25-janv-24
http://www.wikidata.org/entity/Q131765851;Michael Bauer;German businessman and art dealer (1883 -;ALIU Red Flag;;1201747023;;;;25-janv-24
http://www.wikidata.org/entity/Q29168549;Michael Berolzheimer;German Jewish banker and art collector persecuted by the Nazis (1866-1942);Holocaust Aryanization or art restitution case link;;143732080;act10000297;169408882;no2011066400;25-janv-24
http://www.wikidata.org/entity/Q1274511;Moderna Museet;modern and contemporary art museum in Stockholm, Sweden;Holocaust Aryanization or art restitution case link;Museum of Modern Art;1043323-5;;125491791;n50069325;25-janv-24
http://www.wikidata.org/entity/Q69860245;Mór Lipót Herzog;Hungarian art collector (1869–1934);Holocaust Aryanization or art restitution case link;Baron Herzog, Baron Mor Lipot Herzog, Baron Mór Lipót Herzog, Baron Moritz Leopold Herzog de Csete, Herzog de Csete, Mor Lipot Herzog, Mór Lipót Herzog de Csete;1053459629;act10000340;309630789;;25-janv-24
http://www.wikidata.org/entity/Q105655393;Moritz Rosenthal;German Jewish art collector, holocaust victim, b. 1883-04-16;Holocaust victim;;;;;;25-janv-24
http://www.wikidata.org/entity/Q122851209;Moritz Wallach;Germany Jewish business owner in Munich;Holocaust Aryanization or art restitution case link;;;act10000805;;;25-janv-24
http://www.wikidata.org/entity/Q6914840;Morton D. May;American philanthropist and art collector (1914-1983);Holocaust Aryanization or art restitution case link;Morton David May;119202670;;88973795;n80021745;25-janv-24
